2019-09-03 08:53:04-07:00	2K0293	qb3-dev3	0.00	0.00	0.00	100%	1	1	0	0	0	0	0	640	0	0	0	207	0	echo HOSTNAME=qb3-dev3
2019-09-03 08:53:04-07:00	2K0293	qb3-dev3	0.00	0.00	0.00	100%	1	1	0	0	0	0	0	640	0	0	0	207	0	echo uptime= 08:53:04 up 34 days, 18:47,  4 users,  load average: 5.01, 5.10, 5.13
2019-09-03 08:53:04-07:00	2K0293	qb3-dev3	0.00	0.00	0.00	100%	1	1	0	0	0	0	0	632	0	0	0	206	0	echo PWD=/scratch/.bench.F2vQ2Z
2019-09-03 08:53:04-07:00	2K0293	qb3-dev3	0.00	0.00	0.00	100%	1	1	0	0	0	0	0	640	0	0	0	208	0	echo TEST_DRIVE=/scratch
2019-09-03 08:53:04-07:00	2K0293	qb3-dev3	0.11	0.01	0.00	17%	514	1	20851	0	0	0	0	1016	0	0	0	320	0	cp /wynton/home/cbi/hb/wynton-bench/test-files/R-2.0.0.tar.gz /tmp/.bench.ca1noS
2019-09-03 08:53:04-07:00	2K0293	qb3-dev3	0.01	0.01	0.00	92%	1	1	0	20856	0	0	0	1020	0	0	0	322	0	cp /tmp/.bench.ca1noS/R-2.0.0.tar.gz .
2019-09-03 08:53:04-07:00	2K0293	qb3-dev3	0.01	0.00	0.00	80%	1	1	0	0	0	0	0	1020	0	0	0	321	0	cp R-2.0.0.tar.gz /tmp/.bench.ca1noS
2019-09-03 08:53:04-07:00	2K0293	qb3-dev3	0.00	0.00	0.00	66%	1	1	0	0	0	0	0	700	0	0	0	221	0	rm -- R-2.0.0.tar.gz
2019-09-03 08:53:04-07:00	2K0293	qb3-dev3	0.41	0.26	0.36	151%	1041	8	0	76408	0	0	0	1180	0	0	0	697	0	tar zxf /tmp/.bench.ca1noS/R-2.0.0.tar.gz -C .
2019-09-03 08:53:04-07:00	2K0293	qb3-dev3	0.03	0.02	0.01	94%	3	1	0	0	0	0	0	1436	0	0	0	429	0	ls -lR -- R-2.0.0/src/library/
2019-09-03 08:53:04-07:00	2K0293	qb3-dev3	0.00	0.00	0.00	71%	1	1	0	0	0	0	0	1360	0	0	0	411	0	find R-2.0.0/ -type f -name Rconnections.h
2019-09-03 08:53:04-07:00	2K0293	qb3-dev3	0.01	0.00	0.00	85%	2	1	0	0	0	0	0	1760	0	0	0	498	0	du -sb R-2.0.0/
2019-09-03 08:53:04-07:00	2K0293	qb3-dev3	0.02	0.02	0.00	96%	1	1	0	0	0	0	0	816	0	0	0	256	0	chmod -R o-r R-2.0.0/
2019-09-03 08:53:04-07:00	2K0293	qb3-dev3	0.07	0.06	0.01	97%	3	16	0	0	0	0	0	1264	0	0	0	390	0	tar cf /tmp/.bench.ca1noS/foo.tar R-2.0.0
2019-09-03 08:53:05-07:00	2K0293	qb3-dev3	0.06	0.04	0.01	96%	3	11	0	67000	0	0	0	1264	0	0	0	389	0	tar cf foo.tar R-2.0.0
2019-09-03 08:53:05-07:00	2K0293	qb3-dev3	1.29	0.01	1.27	99%	1	2	0	20984	0	0	0	900	0	0	0	274	0	gzip foo.tar
2019-09-03 08:53:06-07:00	2K0293	qb3-dev3	0.05	0.05	0.00	96%	1	3	0	0	0	0	0	836	0	0	0	259	0	rm -rf R-2.0.0/
2019-09-03 08:53:06-07:00	2K0293	qb3-dev3	0.00	0.00	0.00	86%	1	1	0	0	0	0	0	632	0	0	0	206	0	echo total_time=2.322 seconds
2019-09-03 09:03:04-07:00	80E01S	qb3-dev3	0.00	0.00	0.00	0%	1	1	0	0	0	0	0	636	0	0	0	208	0	echo HOSTNAME=qb3-dev3
2019-09-03 09:03:04-07:00	80E01S	qb3-dev3	0.00	0.00	0.00	88%	1	1	0	0	0	0	0	636	0	0	0	207	0	echo uptime= 09:03:04 up 34 days, 18:57,  6 users,  load average: 5.17, 5.11, 5.13
2019-09-03 09:03:04-07:00	80E01S	qb3-dev3	0.00	0.00	0.00	89%	1	1	0	0	0	0	0	632	0	0	0	207	0	echo PWD=/scratch/.bench.lA4fwU
2019-09-03 09:03:04-07:00	80E01S	qb3-dev3	0.00	0.00	0.00	100%	1	1	0	0	0	0	0	636	0	0	0	208	0	echo TEST_DRIVE=/scratch
2019-09-03 09:03:04-07:00	80E01S	qb3-dev3	0.14	0.01	0.00	11%	523	1	20851	0	0	0	0	1016	0	0	0	321	0	cp /wynton/home/cbi/hb/wynton-bench/test-files/R-2.0.0.tar.gz /tmp/.bench.vXRezz
2019-09-03 09:03:04-07:00	80E01S	qb3-dev3	0.01	0.01	0.00	100%	1	2	0	20856	0	0	0	1024	0	0	0	322	0	cp /tmp/.bench.vXRezz/R-2.0.0.tar.gz .
2019-09-03 09:03:04-07:00	80E01S	qb3-dev3	0.01	0.00	0.00	100%	1	1	0	0	0	0	0	1020	0	0	0	320	0	cp R-2.0.0.tar.gz /tmp/.bench.vXRezz
2019-09-03 09:03:04-07:00	80E01S	qb3-dev3	0.00	0.00	0.00	100%	1	1	0	0	0	0	0	696	0	0	0	221	0	rm -- R-2.0.0.tar.gz
2019-09-03 09:03:04-07:00	80E01S	qb3-dev3	0.41	0.24	0.35	147%	1055	12	0	76408	0	0	0	1176	0	0	0	697	0	tar zxf /tmp/.bench.vXRezz/R-2.0.0.tar.gz -C .
2019-09-03 09:03:04-07:00	80E01S	qb3-dev3	0.03	0.02	0.00	100%	3	1	0	0	0	0	0	1440	0	0	0	431	0	ls -lR -- R-2.0.0/src/library/
2019-09-03 09:03:05-07:00	80E01S	qb3-dev3	0.00	0.00	0.00	100%	1	1	0	0	0	0	0	1360	0	0	0	410	0	find R-2.0.0/ -type f -name Rconnections.h
2019-09-03 09:03:05-07:00	80E01S	qb3-dev3	0.01	0.00	0.00	100%	2	1	0	0	0	0	0	1800	0	0	0	507	0	du -sb R-2.0.0/
2019-09-03 09:03:05-07:00	80E01S	qb3-dev3	0.01	0.01	0.00	100%	1	1	0	0	0	0	0	816	0	0	0	255	0	chmod -R o-r R-2.0.0/
